Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description
Task,TGTM-1065,17633,Map waitlist-to-investment event instrumentation,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:57 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1065 - Map waitlist-to-investment event instrumentation

Original intent:
Identify the events and event properties needed to track progression from waitlist signup through investment conversion, including required timestamps and identifiers.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1064,17631,Define acceptance criteria for KPI instrumentation and validation,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:58 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1064 - Define acceptance criteria for KPI instrumentation and validation

Original intent:
Set the criteria for confirming the instrumentation is complete, accurate, and usable, including event coverage, metric correctness, and reporting validation.

How we are doing this:
Implement quality controls before relying on the numbers: freshness checks, completeness checks, duplicate checks, null-field checks, reconciliation to source systems, sample-event validation, and owner sign-off for material KPI changes.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1063,17621,Create KPI reporting views and dashboard requirements,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:58 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1063 - Create KPI reporting views and dashboard requirements

Original intent:
Define the reporting views needed to monitor developer funnel performance, including stage conversion, drop-off, repeat engagement, and trend reporting for target accounts.

How we are doing this:
Build this as a BI-ready dashboard layer: confirm the business questions, design KPI cards and trend views, map each visualization to a metric definition, connect the view to a clean staging table, add filters for date/source/cohort/owner where relevant, and include a section for status, commentary, and next actions.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a dashboard page with KPI cards, trend lines, target-vs-actual status, filters, a drill-down table, and a commentary/action section.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1062,17624,Map required instrumentation events and tracking points,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:58 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1062 - Map required instrumentation events and tracking points

Original intent:
Identify the product, portal, and campaign events needed to capture developer engagement across the funnel, including first touch, repeat visits, content interactions, conversion actions, and repeat offering engagement.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1061,17625,Specify data sources and attribution rules for funnel measurement,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:58 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1061 - Specify data sources and attribution rules for funnel measurement

Original intent:
Document the systems and fields that will feed the funnel KPIs, along with attribution rules for linking engagement events to target accounts and repeat offering activity.

How we are doing this:
Create a source-of-truth matrix for every KPI: system/report/table/event, business owner, technical owner, join key, refresh cadence, available history, access status, known gaps, and validation method. Confirm sample records before any dashboard build begins.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a data-source matrix that separates confirmed sources from assumptions and flags access, quality, and refresh risks.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1060,17623,Define target-account and cohort segmentation rules,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:58 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1060 - Define target-account and cohort segmentation rules

Original intent:
Specify how target accounts, segments, and cohorts will be identified for KPI reporting so engagement can be measured consistently across account-level and repeat-offering views.

How we are doing this:
Break the work into a practical analytics deliverable: define the business question, identify source data, document the calculation, produce the first usable reporting output, validate it with the owner, and convert findings into next actions.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1059,17622,Define developer funnel KPI definitions and stage taxonomy,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:57 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-136 - Define developer funnel KPI instrumentation
Issue: TGTM-1059 - Define developer funnel KPI definitions and stage taxonomy

Original intent:
Specify the funnel stages to measure for target-account engagement, including awareness, consideration, evaluation, activation, retention, and repeat offering, and define the KPI logic for each stage.

How we are doing this:
Turn the strategy targets into an operational KPI dictionary. For each metric, document the business question, formula, numerator, denominator, grain, event trigger, source of truth, owner, refresh cadence, target range, threshold status, exclusions, and reporting caveats.

Preliminary solution:
Use a lightweight analytics architecture for Developer funnel KPI instrumentation: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a controlled taxonomy sheet with approved values, definitions, examples, owner, and version history before the values are pushed into the dashboard model.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM, website/product events, outreach data, content engagement, assessment records, asset pipeline, and offering launch history. Related metrics: target-account engagement, awareness, consideration, evaluation, activation, retention, repeat offering, content interaction, conversion actions, and account-level progress.

Acceptance criteria:
- Output is aligned to the Developer funnel KPI instrumentation workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-624,16751,Prepare design-ready assets and final formatting notes,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 8:36 AM,01/Jul/26 4:26 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: not explicit in this extract; treated as an epic-level supporting task based on summary/context.
Issue: TGTM-624 - Prepare design-ready assets and final formatting notes

Original intent:
Package the approved copy with any style guidance, logos, diagrams, or formatting requirements needed to hand off the one-pager for design or publishing.

How we are doing this:
Convert analytics into operating decisions by using a structured narrative: what changed, why it changed, whether it matters, what is blocked, who owns the next action, when it is due, and what leadership decision is needed.

Preliminary solution:
Use a lightweight analytics architecture for Analytics and reporting: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: confirmed source systems, metric owners, target ranges, data access, and stakeholder review availability.

Acceptance criteria:
- Output is aligned to the Analytics and reporting workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Story,TGTM-166,10310,Create weekly KPI review template,Analytics & Reporting,,,Medium,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,30/Jul/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-166 - Create weekly KPI review template
Child tasks/subtasks in this story: TGTM-1306 - Document a reusable weekly review template format; TGTM-1305 - Define performance commentary and variance explanation prompts; TGTM-1304 - Create pre-read data input and preparation guidelines; TGTM-1303 - Establish the weekly reporting cadence and distribution process; TGTM-1302 - Define the standard weekly KPI review agenda and section structure; TGTM-1301 - Specify the KPI categories and metrics to include in the template; TGTM-1300 - Create the blocker and escalation section for weekly reviews; TGTM-1299 - Define owner, action item, and follow-up fields for the template.

Business intent:
Standardize weekly review of KPIs and blockers.

How we are doing this:
This story turns the Weekly KPI review operating cadence workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
a reusable weekly review pack with standardized KPI sections, red/amber/green status, variance notes, blockers, decisions, and action-owner tracking. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: developer, investor, trust/compliance, SEO/content, PR, funnel health, blockers, decisions, and owner follow-ups.
Primary data inputs: all dashboard outputs, owner notes, blocker logs, prior action items, weekly KPI snapshots, and target status flags.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
Story,TGTM-165,10309,Build PR KPI dashboard,Analytics & Reporting,,,Low,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,30/Dec/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-165 - Build PR KPI dashboard
Child tasks/subtasks in this story: TGTM-1298 - Document PR insights and escalation actions; TGTM-1297 - Set up a recurring PR reporting cadence and update workflow; TGTM-1295 - Build the PR KPI dashboard; TGTM-1293 - Create a mention and opportunity tagging taxonomy; TGTM-1292 - Establish baseline PR performance against targets; TGTM-1291 - Define PR KPI definitions and measurement framework; TGTM-1290 - Identify and validate data sources for PR reporting.

Business intent:
Track tier-1 media mentions, backlinks, founder interviews, event speaking invitations, share of voice, partner inquiries, and developer inbound leads.

How we are doing this:
This story turns the PR KPI dashboard workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
a PR dashboard with media coverage, authority-building, inbound-demand, and competitive visibility views, connected to a controlled tagging taxonomy. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: tier-1 media mentions, backlinks, founder interviews, event invitations, share of voice, partner inquiries, developer inbound leads, mention quality, and opportunity source.
Primary data inputs: media monitoring logs, backlink/rank tools, event invitation tracker, CRM, website analytics, press coverage tracker, and inbound lead source fields.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
Story,TGTM-164,10308,Build SEO/content KPI dashboard,Analytics & Reporting,,,Medium,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,28/Sep/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-164 - Build SEO/content KPI dashboard
Child tasks/subtasks in this story: TGTM-1296 - Document the dashboard insights and action-owner workflow; TGTM-1294 - Define content taxonomy and attribution rules; TGTM-1289 - Create a reporting cadence and update process for the dashboard; TGTM-1288 - Identify the data sources and tracking tools for content KPIs; TGTM-1287 - Set up event and conversion tracking for content engagement; TGTM-1286 - Build the SEO and content KPI dashboard; TGTM-1285 - Establish baseline performance and target thresholds for each KPI; TGTM-1284 - Define the SEO and content KPI measurement framework.

Business intent:
Track organic traffic, rankings, backlinks, guide downloads, webinar registrations, content-assisted developer leads, content-assisted KYC starts, time on education pages, risk page completion.

How we are doing this:
This story turns the SEO and content KPI dashboard workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
an SEO/content dashboard that connects content inventory, traffic, engagement, assisted conversion, and funnel contribution into one reporting view. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: organic traffic, keyword rankings, backlinks, guide downloads, webinar registrations, content-assisted developer leads, content-assisted KYC starts, time on education pages, and risk-page completion.
Primary data inputs: web analytics, search console, rank/backlink tools, CRM, marketing automation, webinar platform, CMS taxonomy, and product/event tracking.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
Story,TGTM-163,10307,Build trust/compliance KPI dashboard,Analytics & Reporting,,,High,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,29/Aug/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-163 - Build trust/compliance KPI dashboard
Child tasks/subtasks in this story: TGTM-1283 - Document reporting notes and action owners for trust/compliance exceptions; TGTM-1282 - Define targets, thresholds, and escalation triggers for trust/compliance KPIs; TGTM-1281 - Establish the reporting cadence and update process for trust/compliance KPIs; TGTM-1280 - Build the trust/compliance KPI dashboard; TGTM-1279 - Baseline current trust/compliance performance against the KPIs; TGTM-1278 - Define the trust/compliance KPI framework and metric definitions; TGTM-1277 - Identify the data sources and systems needed for trust/compliance KPI reporting.

Business intent:
Track compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

How we are doing this:
This story turns the Trust and compliance KPI dashboard workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
a trust/compliance dashboard with threshold-based alerts, exception logging, owner assignment, and audit-friendly calculation notes. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.
Primary data inputs: KYC provider reports, compliance review logs, support/ticketing system, disclosure acknowledgement events, payment processor data, partner due-diligence tracker, and regulatory-status register.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
Story,TGTM-162,10306,Build 12-month investor KPI dashboard,Analytics & Reporting,,,Medium,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,30/Dec/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-162 - Build 12-month investor KPI dashboard
Child tasks/subtasks in this story: TGTM-1276 - Summarize insights and action items from the investor KPI dashboard; TGTM-1275 - Implement data validation and QA checks for dashboard accuracy; TGTM-1274 - Create baseline performance and gap analysis for current investor metrics; TGTM-1273 - Create a concise investor KPI reporting summary format; TGTM-1272 - Document assumptions, exclusions, and calculation logic; TGTM-1271 - Design the investor KPI dashboard layout and views; TGTM-1269 - Define the investor KPI measurement framework and target ranges; TGTM-1268 - Establish the reporting cadence and update process; TGTM-1267 - Set up KPI calculation logic and metric definitions; TGTM-1266 - Identify and map the data sources for each investor KPI.

Business intent:
Track 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

How we are doing this:
This story turns the 12-month investor KPI dashboard workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
a 12-month investor growth dashboard with KPI cards, target ranges, cumulative progress, forecast-to-target, gap analysis, and executive commentary. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.
Primary data inputs: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
Story,TGTM-161,10305,Build 90-day investor KPI dashboard,Analytics & Reporting,,,High,To Do,,30/Jun/26 9:44 AM,30/Jun/26 1:45 PM,29/Aug/26 12:00 AM,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Story: TGTM-161 - Build 90-day investor KPI dashboard
Child tasks/subtasks in this story: TGTM-1270 - Implement KPI trend tracking and target progress views; TGTM-1265 - Define investor KPI measurement framework and metric definitions; TGTM-1264 - Build the 90-day investor KPI dashboard; TGTM-1263 - Establish baseline performance for current investor funnel metrics; TGTM-1262 - Set the reporting cadence and dashboard update process; TGTM-1261 - Identify and validate data sources for the investor KPIs.

Business intent:
Track 20k-75k visitors, 2k-10k waitlist signups, 10%-25% KYC start rate, and 50%-75% KYC completion rate.

How we are doing this:
This story turns the 90-day investor KPI dashboard workstream into an operating reporting capability. We will confirm KPI definitions, map sources of truth, define calculation rules, build or specify the reporting view, validate sample outputs, assign owners, and connect the output to the recurring KPI review process.

Preliminary solution:
a 90-day investor launch dashboard focused on early traffic, waitlist demand, KYC intent, KYC completion, weekly pacing, and launch-readiness gaps. The initial version should prioritize a working, auditable reporting flow over a polished final dashboard: definitions first, data-source confirmation second, calculation layer third, visual/reporting layer fourth, and weekly action workflow last.

Metrics and inputs covered:
Metrics: 20k-75k visitors, 2k-10k waitlist signups, 10%-25% KYC start rate, and 50%-75% KYC completion rate.
Primary data inputs: web analytics, waitlist source data, CRM, KYC status events, campaign attribution, and weekly funnel snapshots.

Expected outputs:
- KPI dictionary and calculation notes for the story scope.
- Data-source map with owner, refresh cadence, access status, and known gaps.
- First dashboard/reporting view or instrumentation requirement set.
- QA checklist and sample validation against source data.
- Commentary/action format for turning reporting into decisions.

Acceptance criteria:
- The story has enough detail for analytics, GTM, and operations to implement without reinterpreting the strategy.
- Each child task clearly contributes to the final dashboard, reporting cadence, or instrumentation output.
- The first reporting version can be reviewed with sample data and used to identify actions, blockers, and next owners.
- All unresolved data assumptions are documented rather than hidden inside dashboard logic."
